date,source_image,months,samvatsara,shakaYear,rashi,sunrise,sunset,quote,event_01,event_02,event_03,event_04,event_05,event_06,event_07,event_08,event_09,event_10,event_11,event_12,event_13,tithi_name,tithi_end_time,nakshatra_name,nakshatra_end_time,yoga_name,yoga_end_time,karana_name,karana_end_time,ayana,ritu,solarYear,paksha,solarRashi,chandraEntryRashi,rahuKala_prefix,rahuKala_from,rahuKala_to,rahuKala_prefix_2,rahuKala_from_2,rahuKala_to_2,gulikaKala_prefix,gulikaKala_from,gulikaKala_to,gulikaKala_prefix_2,gulikaKala_from_2,gulikaKala_to_2,yamaganda_prefix,yamaganda_from,yamaganda_to,yamaganda_prefix_2,yamaganda_from_2,yamaganda_to_2,arthaPrahara_prefix,arthaPrahara_from,arthaPrahara_to,arthaPrahara_prefix_2,arthaPrahara_from_2,arthaPrahara_to_2,shubhaSamaya_prefix,shubhaSamaya_from,shubhaSamaya_to,shubhaSamaya_prefix_2,shubhaSamaya_from_2,shubhaSamaya_to_2,ಮೇಷ,ವೃಷಭ,ಮಿಥುನ,ಕರ್ಕಾಟಕ,ಸಿಂಹ,ಕನ್ಯಾ,ತುಲಾ,ವೃಶ್ಚಿಕ,ಧನಸ್ಸು,ಮಕರ,ಕುಂಭ,ಮೀನ
05-12-2026,data\2026\12\05-12-2026.jpg,ಕಾರ್ತಿಕ/ಮಾರ್ಗಶಿರ,ಪರಾಭವ,1948,ವೃಶ್ಚಿಕ/ಧನು,06:28,17:52,"ಎದ್ದೇಳುವುದನ್ನು ಕಲಿ, ಅದೇ ಜೀವನದ",ಚಿತ್ರದುರ್ಗ ಶ್ರೀ ಮುರುಘರಾಜೇಂದ್ರಮಠದಲ್ಲಿ ಸಾಮೂಹಿಕ,ವಿವಾಹ,ಹೆರ್ಗ,ಕಟಿಯಾಳ,ಶರವೂ ದೀಪೋತ್ಸವ,ವಿಶ್ವ,ಮಣ್ಣಿನ ದಿನಾಚಾರಣೆ,ಮಹರ್ಷಿ ಆರವಿಂದ ಪುಣ್ಯಸ್ಮರಣಿ,ಮುಂಡರಗಿ ತಾ.ಬರದೂರ ಶ್ರೀ ಮಾರುತೇಶ್ವರ ಕಾರ್ತಿಕ.,,,,,ದ್ವಾದಶಿ,24.52,ಚಿತ್ರಾ,11.49,ಸೌಜಾಗ್ಯ,07.33,ಕೌಲವ,12.16,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,20,ಕೃಷ್ಣ,ವಶಿಕ,ತುಲಾ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:0,,,,ಮ.,12:00,01:30,,,,ಬೆ.,65:01,06:43,,,,ಅನುಕೂಲ,ವಿಳಂಬ,ಯಶಸ್ಸು,ಗೊಂದಲ,ಸಾಲ,ಭಕ್ತಿ,ದುರಾಸೆ,ಚಿಂತೆ,ಯಶಸ್ಸು,ಒಳ್ಳೆಯದು,ಅಸಕ್ತಿ,ಅಸೂಯೆ
06-01-2026,data\2026\01\06-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:43,18:07,ಸೋಲು ಗೆಲುವಿನ ಮೊದಲ ಹೆಜ್ಜೆ,ಅಂಗಾರಕ ಸಂಕಷ್ಟ ಚತುರ್ಥಿ (ಚಂ.ರಾ. 9:15),ಮುಗೂರಿನಲ್ಲಿ ಚಿಗುರು ಕಡಿಯುವುದು,ನೆಲಮಂಗಲ,ಲಕ್ಷ್ಮೀಚನ್ನಕೇಶವ ರಥ,ಹೂವಿನ ಹಡಗಲಿ ತಾ.,ಹೊಳಗುಂದಿ ಸಿದ್ದೇಶ್ನರ ರಥಗಳು.,,,,,,,,ತೃತೀಯಾ,08.0,ಆಶ್ಲೇಷಾ,12.18,ಶ್ರೀತಿ,02.21,ಬವ,19.22,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,22,ಕೃಷ್ಣ,"ದನಸು,",12:18,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,10:46,12:17,,,,ಅನುಕೂಲ,ವಿಶ್ರಾಂತಿ,ಮೆಚ್ಚುಗೆ,ಆನಂದ,ಅನಾರೋಗ್ಯ,ಭಕ್ತಿ,ಲಾಭ,ಅಭಿವೃದ್ದಿ,ಸಂಪತ್ತು,ಶಾಂತಿ,ಯಶಸ್ಸು,ಸಂತೋಷ
06-02-2026,data\2026\02\06-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:45,8:22,ಸಾದಿಯಲ್ಲಿಮುಳ್ಳು ಚೆಲ್ಲಿದವರ ಹಾದಿಯಲ್ಲಿಹ,ಔದುಂಬರ ಪಂಚಮಿ,ಕೋಲ್ಡಾಪೂರ ಶ್ರೀಕೃಷ್ಣ,ಸರಸ್ವತಿ ಜಯಂತಿ,ಹುಮರಮಳಾ ಶ್ರೀ ರಾಮೇಶ್ವರ,ವರ್ಧಾಪನ ದಿನ ಧನಿಷ್ಠಾರ್ಕಮಳೆ,ಹಾವನೂರು ಕಲ್ಲಗ,ಸ್ವಾಮಿ ಪುಣ್ಯತಿಥಿ.,,,,,,,ಪಂಚಮಿ,25.19,ಹಸ್ತ,24.24,ಧೃತಿ,23.37,ಕೌಲವ,12.46,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,24,ಕೃಷ್ಣ,ಮಕರ,ಕನ್ಯಾ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಸ.,06:02,07:44,,,,ಸಾಲ,ಅಭಿವೃದ್ಧಿ,ಕೋಪ,ಜೀವನ,ಸಂತೋಷ,ಲಾಭ,ದುಃಖ,ಶಾಂತಿ,ಅಬಿವದಿ,ತಾತ,ಸೌಮ್ಯತ,ಸಾಧನೆ
06-03-2026,data\2026\03\06-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:32,18:29,ವನದಲ್ಲಿದುಃಖವಿಲ್ಲದೆ ಸುಖದ ಅರ್ಥವೆ,ಸಂಕಷ್ಟ ಚತುರ್ಥಿ (ಚಂ. 09.07),ಹೂವಿನಕೆರೆ ಮತ್ತು,ಸಿರಸಿಯ ಸೊಂದೆ ಮಠದಲ್ಲಿ ವಾದಿರಾಜ ಸ್ವಾಮಿ ಪು.ತಿ.,ಆರಾಧನೆ,ಛ. ಶಿವಾಜಿ ಮಹಾ.ಜಯಂತಿ,ಶ್ರೀ ಮಹಾಲಕ್ಷ್ಮೀ,ದೇವಿ ಜಾತ್ರೆ.,,,,,,,ತೃತೀಯಾ,17.54,ಹಸ್ತ,09.30,ಗಂಡ07006,07.06,ಬವ,30.32,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,22,ಕೃಷ್ಣ,ಕುಂಭ,22.19,ಬೆ.,10:30,12:00,,,,UNKNOWN,0730,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:36,0:0,,,,ಬೆ.,03:11,04:52,,,,ಸಂಪತ್ತು,ಸಾಲ,ಕೋಪ,ಅನಾರೋಗ್ಯ,ಅಭಿವೃದ್ಧಿ,ಸಾಧನೆ,ಚಿಂತೆ,ಒಳ್ಳೆಯ ಕೆಲಸ,ಆಯಾಸ,ದಯೆ,ಸೌಮ್ಯತೆ,ಯಶಸ್ಸು
06-04-2026,data\2026\04\06-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:12,18:31,ನು ಏನಾದರೂ ಆಗು ಮೊದಲು ಮಾನವನಾಃ,ಅನಸೂಯಾ ಜಯಂತಿ,ಇಂಚಗೇರಿ ಗುರುಪುತ್ರೇಶ್ವರ,ಮಹಾ ಜಯಂತಿ,ಬೋರ - ಗಾಂವ್‌ ತಾ. ಚಿಕ್ಕೋಡಿ,ಖಂಡೋಬಾ ಜಾತ್ರೆ,ಸುರಪೂರ ತಾ. ಹಿಗ್ಗಡಿಹಾಳ,ಶ್ರೀ ಸದಾನಂದ ಕೃಷ್ಣಮಹಾ ಜಾತ್ರೆ,,,,,,,ಚತುರ್ಥಿ,14.11,ಅನುರಾಧ,26.57,ಸಿದ್ದಿ,14.44,ಕೌಲವ,27.22,ಉತ್ತರಾಯಣ,ರ್ಥಿ14.11,23,ಕೃಷ್ಣ,ಮೀನ,ವೃಶ್ಚಿಕ,ಬೆ.,07:30,09:00,,,,ಮ.,0113,03:00,,,,ಬೆ.,1030,12:00,,,,ಬೆ.,09:00,10:30,,,,ಮ.,03:19,05:07,,,,ಸಂತೋಷ,ಪ್ರತಿರೋಧ,ಯಶಸ್ಸು,ಪ್ರಗತಿ,ಸ್ನೇಹ,ನಿರಾಶೆ,ಲಾಭ,ಪ್ರೋತ್ಸಾಹ,ಸಂತೋಷ,ಅನಾರೋಗ,*». ಕೀರ್ತಿ ₹,ಅಭಿವೃದ್ದಿ
06-05-2026,data\2026\05\06-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:57,18:25,ಅತಿಯಾದರೆ ಅಮೃತವೂ ವಿಷ,ರಾಜರ್ಷೀ ಛ.ಶಾಹೂ ಮಹಾರಾಜ,ಪುಣ್ಯದಿನ,ಹೆಚ್‌. ಡಿ ಕೋಟೆ ತಾ.,ಸಂತೇಸರಗೂರು ಚೌಡೇಶ್ವರೀ ಉತ್ಸವ,,,,,,,,,,ಚತುರ್ಥಿ,07.52,ಮೂಲಾ,15.54,ಸಿದ್ದ ೫.12,25.12,ಕೌಲವ,21.04,ಉತ್ತರಾಯಣ,ರ್ಥಿ 07.52,23,ಕೃಷ್ಣ,ಮೇಷ,ಧನು,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,08:42,10:30,,,,ಶಾಂತಿ,ಪ್ರೋತ್ಸಾಹ,ಕರುಣೆ,ದಾನ”,ಸಹಾಯ,ಪ್ರೋತ್ಸಾಹ,ನಿರಾಶೆ,ಪ್ರತಿರೋಧ,ಮೆಚ್ಚುಗೆ,ಗಮನ,ಯಶಸ್ಸು,ಚಿಂತೆ
06-06-2026,data\2026\06\06-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:52,18:44,"ವೂ ಹೊಸದು, ಅದನ್ನು ಸದುಪಯೋಗಪಡಿ:",ಕಿಲ್ಲೇ ರಾಯಗಡ ಶಿವಾಜಿ ಮಹಾರಾಜ,ರಾಜ್ಯಾಭಿಷೇಕ ದಿನ,,,,,,,,,,,,ಷಷ್ಠಿ,26.42,ಶ್ರವಣ,06.04,ಐಂದ್ರ,10.05,ಗರಜ,14.05,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಠ,23,ಕೃಷ್ಣ,ವಷಭ,ಮಕರ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:00,01:3,,,,ಸ.,08:43,10:26,,,,ಪ್ರಯತ್ನ,ಸೌಮ್ಯತ,ಗೌರವ,ಶ್ರೇಷ್ಠತೆ,ಯಶಸ್ಸು,ಯೋಗ,ಸಹಾಯ,ಪರಿಶ್ರಮ,ಕರುಣೆ,ಸ್ಟ್ರೇಹ,ಕೋಪ,ತೊಂದರೆ
06-07-2026,data\2026\07\06-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,05:58,18:50,"ಅಹಂಕಾರ ಅಳಿಸಿ, ಪ್ರೀತಿಯನ್ನು ಬೆಳೆ;",ಅರಭಾವಿ ಮಹಾಂತ ಶಿವಯೋಗಿ ವರ್ಧಂತಿ,ಅಬ್ಬೀಗೇರಿ ಹೀರೇಮಠ ಶ್ರೀ ವೀರಭದ್ರಸ್ವಾಮಿ,ಜಯಂತಿ,ಹಾವೇರಿ ತಾ? ಮರೋಕ ಉಂ.,ರುದ್ರಾರಾಧ್ಯ ಶಾಸ್ತ್ರೀಗಳ ಪುಣ್ಯದಿನ.,,,,,,,,,ಷಷ್ಠಿ,13.48,ಪೂ.ಭಾ,16.08,ಸೌಭಾಗ್ಯ,15.51,ಏಿಷ್ಟಿ,25.42,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,22,ಕೃಷ್ಣ,ಮಿಹುನ,ಕುಂಭ,ಬೆ.,07:30,09:00,,,,ಮ.,0113,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:49,09:29,,,,ಗೌರವ,ಯಶಸ್ಸು,ಪ್ರಯತ್ನ,ಯಶಸ್ಸು,ಶ್ರೇಷ್ಠತೆ,ಪ್ರೋತ್ಸಾಹ,ಆಲೋಚನೆ,ಅಭಿವೃದ್ದಿ,ಸಹಾಯ,ಆತಂಕ,ಪ್ರಯಾಣ,ಒಳ್ಳೆಯ ಕೆಲಸ
06-08-2026,data\2026\08\06-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:06,18:44,ನಿನ್ನಭವಿಷ್ಯ ನಿನ್ನಆಯ್ಕೆ,ಕಾಲಾಷ್ಟಮಿ,ಹಿರೋಷಿಮಾ ದಿನ,ಜೇವರ್ಗಿ ತಾ.,ಕಡಕೋಳ ವೀರೇಶ್ವರ ಪುಣ್ಣ ತಿಥಿ. ಬೆಂಗಳೂರು,ಕುಮಾರ ಶೈಲದಲ್ಲಿ ರಥ,,,,,,,,,ಅಷ್ಟಮಿ,18.53,ಭರಣಿ,20.14,ಗಂಡ,15.01,ಿ,20.14,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,22,ಕೃಷ್ಣ,ಕರ್ಕ,ಮೇಷ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,1013,,,,ಬೆ.,06:00,07:30,,,,ಮ.,05:00,04:30,,,,ಮ.,03:38,05:10,,,,ಲಾಭ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಕೋಪ,ಯಶಸ್ಸು,ಬ ಶಾಂತಿ,ಪರಿಶ್ರಮ,ಸ್ನೇಹ,ಅಭಿವೃದ್ಧಿ,ಅನುಕೂಲ,ಸಹಾಯ,ವಿನಯ
06-09-2026,data\2026\09\06-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:27,"'೦ಟಿತನ ಅಂತ್ಯವಲ, ಆತಶಕಿಯ ಆರಂ",ಹೆಮ್ಮರಗ ತಾ.ಬಾಗಲಕೋಟೆ ಸಂತಾನ ವೇಣುಗೋಪಾಲ,ಕಲ್ಯಾಣೋತ್ಸವ,ಕೃಷ್ಣ ಉತ್ಸವಾರಂಭ ಮತ್ತು ಸುದರ್ಶನ ಯಜ್ಞ,ಸಮಾಪ್ತಿ,ಕೋಲ್ಡಾಪೂರ ಶ್ರೀ ಕೃಷ್ಣ ಸರಸ್ವತಿ ಮಹಾರಾಜ,ಪು.ತಿ,ಬಸವಾಪಟ್ಟಣ ಶೀವಶರಣಿ ವೀರಮಾತಾ ಪು.ತಿ.,,,,,,,ದಶಮಿ,19.30,ಆರ್ದ್ರಾ,19.53,ಸಿದ್ಧಿ,9.45,ವಣಿಜ,08.42,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,21,ಕೃಷ್ಣ,ಸಿಂಹ,ಮಿಥುನ,ಮ.,04:30,06:00,,,,ಮ.,05:00,04:30,,,,ಮ.,12:00,01:3,,,,ಬೆ.,10:30,12:00,,,,ಸ.,10:33,12:03,,,,ಭಯ,ಪ್ರಯತ್ನ,ಒತೆ ಯದು,ಪ್ರೀತಿ,ವಿಶ್ರಾಂತಿ,ಖರ್ಚು,ಯಶಸ್ಸು,ಸಾಲ,ಪ್ರೀತಿ,ಶಸ,ವಿನಯ,ಕೋಪ
06-10-2026,data\2026\10\06-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:09,18:06,"ಶ್ರಮ ಮೌನವಾಗಿರಲಿ, ಯಶಸು ಶಬ ಮಾಡ.",ಇಂದಿರಾ ಏಕಾದಶಿ,ಏಕಾದಶಿ ಮಹಾಲಯ,ಭುಜಂಗ ಸ್ವಾಮಿ,ಆರಾಧನೆ ಲೋಕಾಪುರ,ದಾಸರಹಟ್ಟಿ ನಿರ್ವಾಣೇಶ್ವರ ಜಾತ್ರೆ,ಚಿತ್ರದುರ್ಗ ವಿಭವಸ್ವಾಮಿ ಪು.ತಿ.,ಚೆನ್ನಗಿರಿ ತಾ. ವಾಡ್ನಳ ಕಾಶಿ,ಮಠದಲ್ಲಿ ವಿಶ್ವಕರ್ಮ ವ್ರತ,,,,,,ಏಕಾದಶಿ,24.35,ಆಶ್ಲೇಷಾ,22.18,ಸಿ,07.20,ಬವ,13.20,ದಕ್ಷಿಣಾಯ,ಸೌರ ಶರದ,20,ಕೃಷ್ಣ,ಕನ್ನಾ,ಕರ್ಕ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:60,16:30,,,,ಬೆ.,07:36,6:0,,,,ಸ.,08:44,10:17,,,,ವಿಳಂಬ,ಭಯ,ಪ್ರತಿರೋಧ,ಸಾಲ,ಸ್ನೇಹ,ಅನುಕೂಲ,ಖರ್ಚು,ಪ್ರೋತ್ಸಾಹ,ಸಂತೋಷ,ಸಂತೋಷ,ಲಾಭ,ಶುಭ
06-11-2026,data\2026\11\06-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:14,17:51,ದೇಶ ಸುತ್ತಿ ನೋಡು ಕೋಶ ಓದಿ ನೋಡು,ಪ್ರದೋಷ,ಗುರು ದ್ವಾದಶಿ,ಧನ ತ್ರಯೋದಶಿ,ಧನ್ವಂತರಿ ಜಯಂತಿ,ಯಮದೀಪ ದಾನ. ವಿಶಾಖಾ,ಮಳೆ ಪ್ರಾರಂಭ,ಸಾಗರ ಕಾವೇರಮ್ಮನ ತೆಪ್ಪೋತ್ಸವ,ನರಸೋಬಾ ವಾಡಿಯಲ್ಲಿ ದತ್ತೋತ್ಸವ,,,,,,ದ್ವಾದಶಿ,10.31,ಹಸ್ತ,28.43,ವಿಷ್ಕಂಭ,28.10,ಗರಜ,22.37,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,21,ಕೃಷ್ಣ,ತುಲಾ,ಕನ್ನಾ,ಬೆ.,01:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,05:00,,,,UNKNOWN,1033,12:10,,,,ಪ್ರಗತಿ,ಯಶಸ್ಸು,ಧೈರ್ಯ,ಸಾಲ,ಮರೆವು,ಶಾಂತಿ,ತೊಂದರೆ,ಪ್ರತಿರೋಧ,ಆಸೆ,ಒಳ್ಳೆಯದು,ಲಾಭ,ವಿಭಾಗ
06-12-2026,data\2026\12\06-12-2026.jpg,ಕಾರ್ತಿಕ/ಮಾರ್ಗಶಿರ,ಪರಾಭವ,1948,ವೃಶ್ಚಿಕ/ಧನು,06:28,17:52,ನಿಮ್ಮಯೋಚನೆಗಳೇ ನಿಮ್ಮಭವಿಷ್ಣ,ಶ್ರೀ ಗಜಾನನ ಮಹಾರಾಜ ಪುಣ್ಯಸ್ಮರಣೆ ಅಕ್ಕಲಕೋಟ,ಹಾವೇರಿ ಶ್ರೀ,ವೀರಭದ್ರ ರಥ,ರೋಣ ತಾ. ನರೇಗಲ್ಲ ಹಿರೇಮಠ ಜಾತ್ರೆ,ಬಾಬಾಸಾಹೇಬ ಅಂಬೇಡಕರ್‌ ನಿರ್ವಾಣ ದಿನ,ಶ್ರೀ ಜ್ಞಾನೇಶ್ವರ,ಮಾಊಲಿ ಸಂಜೀವನ ಸಮಾಧಿ ಸೋಹಳಾ,ಬಾದಾಮಿ ತಾ. ಯರಗೊಪ್ಪ,ಶ್ರೀ ಬೀರಲಿಂಗೇಶ್ವರ ಕಾರ್ತಿಕ.,,,,,ತ್ರಯೋದಶಿ,26.23,ಸ್ವಾತಿ,13.38,ಶೋಭನ,07.42,ಗರಜ,13.35,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,21,ಕೃಷ್ಣ,ವಶಿಕ,ತುಲಾ,ಸ.,04:30,06:00,,,,ಮ.,5:00,64:30,,,,ಮ.,12:00,01:3,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,04:10,05:53,,,,ಸೌಮೃತೆ,ಯಶಸ್ಸು,ಅಭಿವೃದ್ದಿ,ಲಾಭ,ಅಭಿವೃದ್ದಿ,ಪ್ರಯತ್ನ,ಯೋಗ,ದಯೆ,ಪ್ರೀತಿ,ಅನುಕೂಲ,ಸ್ನೇಹ,ಯಶಸ್ಸು
07-01-2026,data\2026\01\07-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:43,18:08,ುಶಸ್ಸು ನಿಮ್ಮ ಸಂಕಲ್ಪಮತ್ತು ನಿರಂತರ ಪ್ರಯತ್ನದ ಫಲವ,ನವಕಲ್‌ ಶ್ರೀ ಗುರುಶಾಂತೇಶ್ವರಸ್ವಾಮಿ ಜಾತ್ರೆ,ಶಿರೋಳ ತಾ. ನರಗುಂದ ತೋಂಟ ದಾರ್ಯರ ರಥ,ಚನ್ನಪಟ್ಣ ತಾ. ಬೂಕನಬಟೆಟ್ಟದ ರಂಗನಾಥ ರಥ,ಗದಗ ಕೊಟ,ಮಚಗಿ ಉತ್ರವ.,,,,,,,,,ಕಸು,06.53,ಮಘಾ,11.57,ಆಯು,18.34,ಕೌಲವ,18.37,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,23,ಕೃಷ್ಣ,"ದನಸು,",ಸಿಂಹ,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,09:34,11:09,,,,ಭಯ,ಸಂತೋಷ,ಅಬಿವುದಿ,ಕುತೂಹಲಿ,ಆಸಕ್ತಿ,ತೊಂದರೆ,ಪ್ರೋತ್ಸಾಹ,ಒಳ್ಳೆಯದು,ಯಶಸ್ಸು,ಕರುಣೆ,ಯಶಸ್ಸು,ಕೀರ್ತಿ
07-02-2026,data\2026\02\07-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:44,18:23,'ನಮರಣಗಳ ನಡುವಿನ ದಾರಿಯೇ ಜೀ:,ಶ್ರೀ ಯಲಗೊರೇಶ್ವರ ಕಾರ್ತಿಕೋತ್ಸವ ತಾ.,ಮುದ್ದೇಬಿಹಾಳ,ರಾಮೆಕೃಷ್ಣ ಪರಮಹಂಸ ಸ್ವಾಮಿ,ಆರಾಧನೆ ಲೋಕಾಪುರ,ಗುಡಿಬಂಡೆ ತಾ. ಎಲ್ಲೋಡು,ಶ್ರೀ ಲಕ್ಷ್ಮೀ ಆದಿನಾರಾಯಣ ರಥ.,,,,,,,,ಷಷ್ಠಿ,26.55,ಚಿತ್ರಾ,26.29,ಶೂಲ,23.41,ಗರಜ,14.02,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,2,ಕೃಷ್ಣ,ಮಕರ,ಕನ್ಯಾ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:00,01:30,,,,ಸ.,07:31,09:15,,,,ಪ್ರೀತಿ,ಸೌಮ್ಯತೆ,ಸಂತೋಷ,ರ್ಕ ಅಭಿವೃದ್ದಿ,ಯಶಸ್ಸು,ಪಶ್ಚಾತ್ತಾಪ,ಪರಿಶ್ರಮ,ಸಂತೋಷ,ಸಮಸ್ಥೆ,ಕಂ,ಬಾಬ್‌,ಖರ್ಚು
07-03-2026,data\2026\03\07-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:32,18:29,'ಕಷ್ಟಗಳು ಮನುಷ್ಯನನ್ನು ಬಲಪಡಿಸುತ್ತಃ,ಪರಮಹಂಸ ಯೋಗಾನಂದ ಪು.ದಿ. ಉಳ್ಳಾಲ್ಲು ಲಕ್ಷ್ಮೀ,ನರಸಿಂಹ ಉತ್ಸವ ಜೆಊರ ತಾ.ಇಂಡಿ ಕುಳ್ಳವ್ವಾ ಶ್ರೀ,ವೀಷ್ಣುಮೂರ್ತಿ ಉತ್ಸವ,ಹಾನಗಲ್‌ ತಾ. ಚಿಕ್ಕಾಂಶಿ,ಬಸವಲಿಂಗಪ್ಪಯ್ಯ ಸ್ವಾಮಿ ಪುಣ್ಯತಿಥಿ.,,,,,,,,,ಚತುರ್ಥಿ,19.18,ಚಿತ್ರಾ,11.16,ವೃದ್ಧಿ,06.52,ಕೌರವ,FULL DAY,ಉತ್ತರಾಯಣ,ರ್ಥಿ 19.18,23,ಕೃಷ್ಣ,ಕುಂಭ,ತುಲಾ,ಬೆ.,09:00,10:30,,,,UNKNOWN,06:00,730,,,,ಮ.,01:30,05:00,,,,ಮ.,12:00,01:3,,,,ಬೆ.,04:23,06:06,,,,ಗಮನ,ತೊಂದರೆ,ಸಂತೋಷ,ಶುಭಸಮಾಚಾರ,ಪಶ್ಚಾತ್ತಾಪ,ವಿಳಂಬ,ಲಾಭ,ಅಲೆದಾಟ,ಬುದ್ಧಿವಂತಿಕೆ,ಸಾಲ,ಪ್ರಯತ್ನ,ಅನುಕೂಲ
